date,qbtag,time,hour,release_time,g_temp,g_temp_location,air_temp,dist_center,angle,ground,windspeed,living_status,living_status_log,status,treat_num,treat_id
7/20/2016,43,7:58,8,0,.,.,24,100,135,0,0.2,2,1,0,24P,Present
7/20/2016,43,9:00,9,62,25.9,sun,27.6,100,135,1,0,2,1,0,24P,Present
7/20/2016,43,10:04,10,126,34,sun,30.1,98,135,1,1.3,2,1,0,24P,Present
7/20/2016,43,11:08,11,190,24.2,shade,25.1,98.5,135,1,2.2,2,1,0,24P,Present
7/20/2016,43,12:01,12,243,26.1,shade,24.8,100,135,1,2.1,2,1,0,24P,Present
7/20/2016,43,13:03,13,305,30.6,sun,29.2,100,135,1,3.1,0,0,1,24P,Present
7/20/2016,43,14:08,14,370,44.7,sun,29.7,100,135,1,2.9,0,0,1,24P,Present
7/20/2016,43,15:03,15,425,42.6,sun,34.1,.,.,.,1.6,0,0,1,24P,Present
7/20/2016,43,16:00,16,482,49.1,sun,33.8,.,.,.,2.5,0,0,1,24P,Present
7/20/2016,43,17:00,17,542,33.6,sun,30.5,.,.,.,3,0,0,1,24P,Present
7/20/2016,43,17:59,18,601,28.7,sun,27.7,.,.,.,1.3,0,0,1,24P,Present
7/20/2016,44,8:03,8,0,26.5,shade,23.7,102,51,1,1.9,2,1,0,16A,Absence
7/20/2016,44,9:08,9,65,32.4,sun,27.8,97,57,1,1.4,2,1,0,16A,Absence
7/20/2016,44,10:09,10,126,47,sun,30.9,97,57,1,1.5,2,1,0,16A,Absence
7/20/2016,44,11:13,11,190,24.8,shade,24.5,97,57,1,3.9,2,1,0,16A,Absence
7/20/2016,44,12:04,12,241,27.7,shade,25,97,57,1,1.2,2,1,0,16A,Absence
7/20/2016,44,13:07,13,304,50.2,sun,29.7,97,57,1,1.5,0,0,1,16A,Absence
7/20/2016,44,14:12,14,369,55.2,sun,30.7,97,57,1,2.9,0,0,1,16A,Absence
7/20/2016,44,15:07,15,424,52.3,sun,31.6,.,.,.,3.7,0,0,1,16A,Absence
7/20/2016,44,16:11,16,488,48.7,sun,35.1,.,.,.,3,0,0,1,16A,Absence
7/20/2016,44,17:03,17,540,34.1,sun,30.4,.,.,.,2.7,0,0,1,16A,Absence
7/20/2016,44,18:01,18,598,29.8,sun,27.6,.,.,.,1.7,0,0,1,16A,Absence
7/20/2016,46,8:03,8,0,26.5,shade,23.7,102,51,1,1.9,2,1,0,17A,Absence
7/20/2016,46,9:08,9,65,30.6,sun,26.8,95,51,1,2.8,2,1,0,17A,Absence
7/20/2016,46,10:09,10,126,45.9,sun,30.9,95,51,1,1.5,2,1,0,17A,Absence
7/20/2016,46,11:13,11,190,26.8,shade,24.5,95,51,1,3.9,2,1,0,17A,Absence
7/20/2016,46,12:04,12,241,28.9,shade,25,95,51,1,1.2,2,1,0,17A,Absence
7/20/2016,46,13:07,13,304,55.4,sun,29.7,95,51,1,1.5,0,0,1,17A,Absence
7/20/2016,46,14:12,14,369,45.4,sun,30.7,95,51,1,2.9,0,0,1,17A,Absence
7/20/2016,46,15:07,15,424,48.9,sun,31.6,.,.,.,3.7,0,0,1,17A,Absence
7/20/2016,46,16:11,16,488,45.6,sun,35.1,.,.,.,3,0,0,1,17A,Absence
7/20/2016,46,17:04,17,541,34,sun,30.4,.,.,.,2.7,0,0,1,17A,Absence
7/20/2016,46,18:01,18,598,30.2,sun,27.6,.,.,.,1.7,0,0,1,17A,Absence
7/20/2016,47,7:56,8,0,.,.,24.3,100,225,0,0,2,1,0,19P,Present
7/20/2016,47,9:00,9,64,.,.,25.9,100,225,0,1.8,2,1,0,19P,Present
7/20/2016,47,9:59,10,123,.,.,29.9,100,225,0,5.6,2,1,0,19P,Present
7/20/2016,47,10:59,11,183,.,.,25.7,100,225,0,3.3,2,1,0,19P,Present
7/20/2016,47,11:57,12,241,25,shade,24.1,100,225,0,1.9,2,1,0,19P,Present
7/20/2016,47,12:59,13,303,48.5,sun,29.4,100,225,0,2.2,2,1,0,19P,Present
7/20/2016,47,13:59,14,363,47.2,sun,30.6,100,225,0,0.6,2,1,0,19P,Present
7/20/2016,47,14:59,15,423,39.2,sun,32.5,.,.,.,3.4,0,0,1,19P,Present
7/20/2016,47,15:57,16,481,42.6,sun,34.4,.,.,.,2.5,0,0,1,19P,Present
7/20/2016,47,16:59,17,543,33.7,sun,30.7,.,.,.,3.6,0,0,1,19P,Present
7/20/2016,47,17:56,18,600,29.2,sun,27.9,.,.,.,0.4,0,0,1,19P,Present
7/20/2016,48,7:56,8,0,27.3,sun,24.3,100,225,0,0,2,1,0,18P,Present
7/20/2016,48,9:00,9,64,.,.,25.9,100,225,0,1.8,2,1,0,18P,Present
7/20/2016,48,9:59,10,123,.,.,29.9,100,225,0,5.6,2,1,0,18P,Present
7/20/2016,48,10:59,11,183,.,.,25.7,100,225,0,3.3,2,1,0,18P,Present
7/20/2016,48,11:57,12,241,.,.,24.1,100,225,0,1.9,2,1,0,18P,Present
7/20/2016,48,12:59,13,303,.,.,29.4,100,225,1,2.2,2,1,0,18P,Present
7/20/2016,48,13:59,14,363,43.4,sun,30.6,99,225,1,0.6,0,0,1,18P,Present
7/20/2016,48,14:59,15,423,42.5,sun,32.5,.,.,.,3.4,0,0,1,18P,Present
7/20/2016,48,15:57,16,481,34.7,sun,34.4,.,.,.,2.5,0,0,1,18P,Present
7/20/2016,48,16:59,17,543,34.6,sun,30.7,.,.,.,3.6,0,0,1,18P,Present
7/20/2016,48,17:56,18,600,30,sun,27.9,.,.,.,0.4,0,0,1,18P,Present
7/20/2016,51,7:56,8,0,27.3,sun,24.3,100,225,0,0,2,1,0,20P,Present
7/20/2016,51,9:00,9,64,.,.,25.9,100,225,0,1.8,2,1,0,20P,Present
7/20/2016,51,9:59,10,123,.,.,29.9,100,225,0,5.6,2,1,0,20P,Present
7/20/2016,51,10:59,11,183,26.2,shade,25.7,100,225,0,3.3,0,0,1,20P,Present
7/20/2016,51,11:57,12,241,26.6,shade,24.1,100,225,0,1.9,0,0,1,20P,Present
7/20/2016,51,12:59,16,303,32.1,sun,29.4,100,225,.,2.2,0,0,1,20P,Present
7/20/2016,51,13:59,13,363,41.2,sun,30.6,100,225,0,0.6,0,0,1,20P,Present
7/20/2016,51,14:59,14,423,36.5,sun,32.5,.,.,0,3.4,0,0,1,20P,Present
7/20/2016,51,15:57,15,481,39.1,sun,34.4,.,.,.,2.5,0,0,1,20P,Present
7/20/2016,51,16:59,17,543,35.5,sun,30.7,.,.,.,3.6,0,0,1,20P,Present
7/20/2016,51,17:56,18,600,29.4,sun,27.9,.,.,.,0.4,0,0,1,20P,Present
7/20/2016,52,8:03,8,0,26.5,shade,23.7,102,51,1,1.9,2,1,0,18A,Absence
7/20/2016,52,9:08,9,65,34,sun,26.8,95,51,1,2.8,2,1,0,18A,Absence
7/20/2016,52,10:09,10,126,48.8,sun,30.9,95,51,1,1.5,2,1,0,18A,Absence
7/20/2016,52,11:13,11,190,26.6,shade,24.5,95,51,1,3.9,0,0,1,18A,Absence
7/20/2016,52,12:04,12,241,29.6,shade,25,95,51,1,1.2,0,0,1,18A,Absence
7/20/2016,52,13:07,13,304,56.4,sun,29.7,95,51,1,1.5,0,0,1,18A,Absence
7/20/2016,52,14:12,14,369,55.4,sun,30.7,95,51,1,2.9,0,0,1,18A,Absence
7/20/2016,52,15:07,15,424,52.6,sun,31.6,.,.,.,3.7,0,0,1,18A,Absence
7/20/2016,52,16:12,16,489,47.5,sun,35.1,.,.,.,3,0,0,1,18A,Absence
7/20/2016,52,17:04,17,541,35.6,sun,30.4,.,.,.,2.7,0,0,1,18A,Absence
7/20/2016,52,18:01,18,598,31,sun,27.6,.,.,.,1.7,0,0,1,18A,Absence
7/20/2016,53,8:03,8,0,26.5,shade,23.7,102,51,1,1.9,2,1,0,19A,Absence
7/20/2016,53,9:08,9,65,37.2,sun,26.8,95,51,1,2.8,2,1,0,19A,Absence
7/20/2016,53,10:09,10,126,50.2,sun,30.9,95,51,1,1.5,2,1,0,19A,Absence
7/20/2016,53,11:13,11,190,27.1,shade,24.5,95,51,1,3.9,1,1,0,19A,Absence
7/20/2016,53,12:04,12,241,31.2,shade,25,95,51,1,1.2,1,1,0,19A,Absence
7/20/2016,53,13:07,13,304,56.4,sun,29.7,95,51,1,1.5,1,1,0,19A,Absence
7/20/2016,53,14:12,14,369,.,.,.,.,.,.,.,.,.,.,19A,Absence
7/20/2016,53,15:07,15,424,.,.,.,.,.,.,.,.,.,.,19A,Absence
7/20/2016,53,16:12,16,489,.,.,.,.,.,.,.,.,.,.,19A,Absence
7/20/2016,53,17:04,17,541,.,.,.,.,.,.,.,.,.,.,19A,Absence
7/20/2016,53,18:01,18,598,.,.,.,.,.,.,.,.,.,.,19A,Absence
7/21/2016,54,9:20,9,0,20,shade,22.9,100,50,1,0,2,1,0,28A,Absence
7/21/2016,54,10:03,10,43,23,shade,23.8,103,54,1,0.2,2,1,0,28A,Absence
7/21/2016,54,11:01,11,101,23.3,shade,24,103,54,1,4.7,2,1,0,28A,Absence
7/21/2016,54,12:05,12,165,31.5,sun,27.2,102,50,1,3.5,2,1,0,28A,Absence
7/21/2016,54,13:04,13,224,36.3,sun,31.2,102,50,1,2.3,2,1,0,28A,Absence
7/21/2016,54,14:03,14,283,30,shade,30.3,102,50,1,2.5,2,1,0,28A,Absence
7/21/2016,54,15:04,15,344,25.7,shade,27.9,102,50,1,0.1,2,1,0,28A,Absence
7/21/2016,54,16:03,16,403,24.8,shade,26.9,102,50,1,0.7,2,1,0,28A,Absence
7/21/2016,54,17:02,17,462,21.8,shade,23.8,102,50,1,2,2,1,0,28A,Absence
7/21/2016,54,17:57,18,517,22.4,sun,24.1,102,50,1,1.6,2,1,0,28A,Absence
7/21/2016,54,19:00,19,580,28.1,sun,27.4,102,50,1,1,2,1,0,28A,Absence
7/21/2016,55,9:22,9,0,19.9,shade,22.9,100,154,1,0,2,1,0,31A,Absence
7/21/2016,55,10:06,10,44,23.4,shade,23.8,103,154,1,0.7,2,1,0,31A,Absence
7/21/2016,55,11:06,11,104,26.2,shade,23.5,106,168,1,4.9,2,1,0,31A,Absence
7/21/2016,55,12:15,12,173,31.8,sun,28.8,103,169,1,1.2,2,1,0,31A,Absence
7/21/2016,55,13:08,13,226,32,sun,30.2,103,169,1,1.8,2,1,0,31A,Absence
7/21/2016,55,14:06,14,284,30.4,shade,29.9,103,169,1,0,2,1,0,31A,Absence
7/21/2016,55,15:06,15,344,26.5,shade,27.4,101,164,1,0.1,2,1,0,31A,Absence
7/21/2016,55,16:06,16,404,24.7,shade,26.4,101,164,1,1.2,2,1,0,31A,Absence
7/21/2016,55,17:05,17,463,23,shade,23.7,101,164,1,1.1,2,1,0,31A,Absence
7/21/2016,55,18:01,18,519,23.6,sun,24.7,101,164,1,0.8,2,1,0,31A,Absence
7/21/2016,55,19:05,19,583,26.3,sun,29.2,102,166,1,0.7,2,1,0,31A,Absence
7/21/2016,56,9:23,9,0,.,.,23,100,225,0,1.9,2,1,0,28P,Present
7/21/2016,56,10:16,10,53,.,.,24.9,100,225,0,0,2,1,0,28P,Present
7/21/2016,56,11:12,11,109,.,.,23.7,100,225,0,5.7,2,1,0,28P,Present
7/21/2016,56,12:22,12,179,.,.,28.1,100,225,0,3.3,2,1,0,28P,Present
7/21/2016,56,13:14,13,231,.,.,31.2,100,225,0,3.1,2,1,0,28P,Present
7/21/2016,56,14:10,14,287,.,.,29.2,100,225,0,2,2,1,0,28P,Present
7/21/2016,56,15:10,15,347,.,.,27.3,100,225,0,1.5,2,1,0,28P,Present
7/21/2016,56,16:08,16,405,.,.,26,100,225,0,3,2,1,0,28P,Present
7/21/2016,56,17:07,17,464,.,.,23.8,100,225,0,0.2,2,1,0,28P,Present
7/21/2016,56,18:03,18,520,.,.,25,100,225,0,0.5,2,1,0,28P,Present
7/21/2016,56,19:07,19,584,.,.,29.4,100,225,0,1.8,2,1,0,28P,Present
7/21/2016,57,9:23,9,0,.,.,23,100,225,0,1.9,2,1,0,29P,Present
7/21/2016,57,10:16,10,53,.,.,24.9,100,225,0,0,2,1,0,29P,Present
7/21/2016,57,11:12,11,109,.,.,23.7,100,225,0,5.7,2,1,0,29P,Present
7/21/2016,57,12:22,12,179,.,.,28.1,100,225,0,3.3,2,1,0,29P,Present
7/21/2016,57,13:14,13,231,.,.,31.2,100,225,0,3.1,2,1,0,29P,Present
7/21/2016,57,14:10,14,287,.,.,29.2,100,225,0,2,2,1,0,29P,Present
7/21/2016,57,15:10,15,347,.,.,27.3,100,225,0,1.5,2,1,0,29P,Present
7/21/2016,57,16:08,16,405,.,.,26,100,225,0,3,2,1,0,29P,Present
7/21/2016,57,17:07,17,464,.,.,23.8,100,225,0,0.2,2,1,0,29P,Present
7/21/2016,57,18:03,18,520,.,.,25,100,225,0,0.5,2,1,0,29P,Present
7/21/2016,57,19:07,19,584,.,.,29.4,100,225,0,1.8,2,1,0,29P,Present
7/21/2016,58,9:22,9,0,19.9,shade,22.9,100,154,1,0,2,1,0,29A,Absence
7/21/2016,58,10:06,10,44,23,shade,23.8,105,162,1,0.7,2,1,0,29A,Absence
7/21/2016,58,11:06,11,104,25.9,shade,23.5,107,164,1,4.9,2,1,0,29A,Absence
7/21/2016,58,12:15,12,173,30.2,sun,28.8,93,168,1,1.2,2,1,0,29A,Absence
7/21/2016,58,13:08,13,226,35.6,sun,30.2,84,166,1,1.8,2,1,0,29A,Absence
7/21/2016,58,14:06,14,284,30.2,shade,29.9,82,166,1,0,2,1,0,29A,Absence
7/21/2016,58,15:06,15,344,26.2,shade,27.4,81,164,1,0.1,2,1,0,29A,Absence
7/21/2016,58,16:06,16,404,24.7,shade,26.4,81,164,1,1.2,2,1,0,29A,Absence
7/21/2016,58,17:05,17,463,22.4,shade,23.7,81,164,1,1.1,2,1,0,29A,Absence
7/21/2016,58,18:01,18,519,.,.,.,.,.,.,.,.,.,.,29A,Absence
7/21/2016,58,19:05,19,583,.,.,.,.,.,.,.,.,.,.,29A,Absence
7/21/2016,59,9:22,9,0,19.9,shade,22.9,100,154,1,0,2,1,0,30A,Absence
7/21/2016,59,10:06,10,44,23.5,shade,23.8,104,163,1,0.7,2,1,0,30A,Absence
7/21/2016,59,11:06,11,104,26.6,shade,23.5,106,164,1,4.9,2,1,0,30A,Absence
7/21/2016,59,12:15,12,173,31.8,sun,28.8,107,166,1,1.2,2,1,0,30A,Absence
7/21/2016,59,13:08,13,226,32.9,sun,30.2,105,166,1,1.8,2,1,0,30A,Absence
7/21/2016,59,14:06,14,284,29.7,shade,29.9,105,166,1,0,2,1,0,30A,Absence
7/21/2016,59,15:06,15,344,26.4,shade,27.4,105,166,1,0.1,2,1,0,30A,Absence
7/21/2016,59,16:06,16,404,24.8,shade,26.4,105,166,1,1.2,2,1,0,30A,Absence
7/21/2016,59,17:05,17,463,22.6,shade,23.7,105,166,1,1.1,2,1,0,30A,Absence
7/21/2016,59,18:01,18,519,23.3,sun,24.7,105,166,1,0.8,2,1,0,30A,Absence
7/21/2016,59,19:05,19,583,26.8,sun,29.2,105,166,1,0.7,2,1,0,30A,Absence
7/21/2016,60,9:20,9,0,18.9,shade,21.4,100,45,1,0,2,1,0,26A,Absence
7/21/2016,60,10:03,10,43,23,shade,23.8,101,54,1,0.2,2,1,0,26A,Absence
7/21/2016,60,11:01,11,101,23.3,shade,24,101,54,1,4.7,2,1,0,26A,Absence
7/21/2016,60,12:05,12,165,32.2,sun,27.2,103,49,1,3.5,2,1,0,26A,Absence
7/21/2016,60,13:04,13,224,36,sun,31.2,101,50,1,2.3,2,1,0,26A,Absence
7/21/2016,60,14:03,14,283,30.8,shade,30.3,101,50,1,2.5,2,1,0,26A,Absence
7/21/2016,60,15:04,15,344,26.5,shade,27.9,102,52,1,0.1,2,1,0,26A,Absence
7/21/2016,60,16:03,16,403,25.3,shade,26.9,102,52,1,0.7,2,1,0,26A,Absence
7/21/2016,60,17:02,17,462,22.4,shade,23.8,102,52,1,2,2,1,0,26A,Absence
7/21/2016,60,17:57,18,517,22.9,sun,24.1,102,52,1,1.6,2,1,0,26A,Absence
7/21/2016,60,19:00,19,580,28.7,sun,27.4,101,52,1,1,2,1,0,26A,Absence
7/21/2016,61,9:19,9,0,.,.,21.4,100,315,0,2.4,2,1,0,26P,Present
7/21/2016,61,10:00,10,41,.,.,22.7,100,315,0,0,2,1,0,26P,Present
7/21/2016,61,10:58,11,99,.,.,22.7,100,315,0,2.5,2,1,0,26P,Present
7/21/2016,61,11:57,12,158,.,.,25.4,100,315,0,4.5,2,1,0,26P,Present
7/21/2016,61,13:00,13,221,.,.,29.6,100,315,0,1.9,2,1,0,26P,Present
7/21/2016,61,13:59,14,280,.,.,30.5,100,315,0,1.8,2,1,0,26P,Present
7/21/2016,61,14:59,15,340,.,.,28.7,100,315,0,0.1,2,1,0,26P,Present
7/21/2016,61,15:58,16,399,.,.,27,100,315,0,1.4,2,1,0,26P,Present
7/21/2016,61,16:59,17,460,.,.,24.2,100,315,0,1.8,2,1,0,26P,Present
7/21/2016,61,17:55,18,516,.,.,23.9,100,315,0,0.7,2,1,0,26P,Present
7/21/2016,61,18:56,19,577,.,.,26.8,100,315,0,0,2,1,0,26P,Present
7/21/2016,62,9:20,9,0,20,shade,22.9,100,45,1,0,2,1,0,27A,Absence
7/21/2016,62,10:03,10,43,23,shade,23.8,103,54,1,0.2,2,1,0,27A,Absence
7/21/2016,62,11:01,11,101,23.3,shade,24,103,59,1,4.7,2,1,0,27A,Absence
7/21/2016,62,12:05,12,165,33.6,sun,27.2,105,52,1,3.5,2,1,0,27A,Absence
7/21/2016,62,13:04,13,224,37.2,sun,31.2,105,52,1,2.3,2,1,0,27A,Absence
7/21/2016,62,14:04,14,284,31.5,shade,30.3,108,57,1,2.5,2,1,0,27A,Absence
7/21/2016,62,15:04,15,344,28.5,shade,27.9,108,57,1,0.1,2,1,0,27A,Absence
7/21/2016,62,16:03,16,403,25.9,shade,26.9,108,57,1,0.7,2,1,0,27A,Absence
7/21/2016,62,17:02,17,462,22.4,shade,23.8,108,57,1,2,2,1,0,27A,Absence
7/21/2016,62,17:57,18,517,23,sun,24.1,108,57,1,1.6,2,1,0,27A,Absence
7/21/2016,62,19:00,19,580,27.1,sun,27.4,107,57,1,1,2,1,0,27A,Absence
7/21/2016,63,9:23,9,0,.,.,23,100,225,0,1.9,2,1,0,30P,Present
7/21/2016,63,10:16,10,53,.,.,24.9,100,225,0,0,2,1,0,30P,Present
7/21/2016,63,11:12,11,109,.,.,23.7,100,225,0,5.7,2,1,0,30P,Present
7/21/2016,63,12:22,12,179,.,.,28.1,100,225,0,3.3,2,1,0,30P,Present
7/21/2016,63,13:14,13,231,.,.,31.2,100,225,0,3.1,2,1,0,30P,Present
7/21/2016,63,14:10,14,287,.,.,29.2,100,225,0,2,2,1,0,30P,Present
7/21/2016,63,15:10,15,347,.,.,27.3,100,225,0,1.5,2,1,0,30P,Present
7/21/2016,63,16:08,16,405,.,.,26,100,225,0,3,2,1,0,30P,Present
7/21/2016,63,17:07,17,464,.,.,23.8,100,225,0,0.2,2,1,0,30P,Present
7/21/2016,63,18:03,18,520,.,.,25,100,225,0,0.5,2,1,0,30P,Present
7/21/2016,63,19:07,19,584,25.9,shade,29.4,100,225,0,1.8,2,1,0,30P,Present
7/21/2016,65,9:19,9,0,.,.,21.4,100,315,0,2.4,2,1,0,25P,Present
7/21/2016,65,10:00,10,41,.,.,22.7,100,315,0,0,2,1,0,25P,Present
7/21/2016,65,10:58,11,99,.,.,22.7,100,315,0,2.5,2,1,0,25P,Present
7/21/2016,65,11:57,12,158,.,.,25.4,100,315,0,4.5,2,1,0,25P,Present
7/21/2016,65,13:00,13,221,.,.,29.6,100,315,0,1.9,2,1,0,25P,Present
7/21/2016,65,13:59,14,280,.,.,30.5,100,315,0,1.8,2,1,0,25P,Present
7/21/2016,65,14:59,15,340,.,.,28.7,100,315,0,0.1,2,1,0,25P,Present
7/21/2016,65,15:58,16,399,.,.,.,.,.,.,.,.,.,.,25P,Present
7/21/2016,65,16:59,17,460,.,.,.,.,.,.,.,.,.,.,25P,Present
7/21/2016,66,9:19,9,0,.,.,21.4,100,315,0,2.4,2,1,0,27P,Present
7/21/2016,66,9:58,10,39,.,.,22.7,100,315,0,0,2,1,0,27P,Present
7/21/2016,66,10:58,11,99,22.1,shade,22.7,100,315,1,2.5,2,1,0,27P,Present
7/21/2016,66,11:57,12,158,33,sun,25.4,121,310,1,4.5,2,1,0,27P,Present
7/21/2016,66,13:00,13,221,33.6,sun,29.6,121,310,1,1.9,2,1,0,27P,Present
7/21/2016,66,13:59,14,280,30.2,shade,30.5,121,310,1,1.8,2,1,0,27P,Present
7/21/2016,66,14:59,15,340,26.7,shade,28.7,121,310,1,0.1,2,1,0,27P,Present
7/21/2016,66,15:58,16,399,24.9,shade,27,120,312,1,1.4,2,1,0,27P,Present
7/21/2016,66,16:59,17,460,21.1,shade,24.2,121,312,1,1.8,2,1,0,27P,Present
7/21/2016,66,17:55,18,516,21.2,sun,23.9,121,312,1,0.7,2,1,0,27P,Present
7/21/2016,66,18:56,19,577,23.3,sun,26.8,121,312,1,0,2,1,0,27P,Present
7/23/2016,45,6:20,6,0,.,.,21.6,100,45,0,0,2,1,0,41P,Present
7/23/2016,45,7:10,7,50,.,.,23.7,100,45,0,1.4,2,1,0,41P,Present
7/23/2016,45,8:13,8,113,.,.,31.5,100,45,0,0,2,1,0,41P,Present
7/23/2016,45,9:18,9,178,.,.,33,100,45,1,1.6,2,1,0,41P,Present
7/23/2016,45,10:06,10,226,31.6,sun,35.3,108,50,1,0.3,2,1,0,41P,Present
7/23/2016,45,11:05,11,285,34.1,sun,34.2,108,50,1,1.2,2,1,0,41P,Present
7/23/2016,45,12:04,12,344,31.3,shade,33.2,108,50,1,0.5,0,0,1,41P,Present
